names,scores,logfoldchanges,pvals,pvals_adj,comparison,-log10_padj
SPDYE5,45.94199,0.18365826,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SEPTIN3,45.941906,0.05021316,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF430,45.941734,0.028894816,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GOLGA8R,45.845097,0.13909529,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ELOVL2,45.652107,-0.021560917,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TCP11X1,45.65182,0.46995053,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TYW1B,45.651688,0.20034719,0.0,0.0,R_Pre_vs_NR_Pre,100.0
XG,45.65155,0.1698054,0.0,0.0,R_Pre_vs_NR_Pre,100.0
AKR1C4,45.651314,0.09976952,0.0,0.0,R_Pre_vs_NR_Pre,100.0
DNASE1L2,45.651245,0.3852829,0.0,0.0,R_Pre_vs_NR_Pre,100.0
LGALS9C,45.555233,0.21644647,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SEMA3G,45.55488,0.20367022,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FAM149B1,45.36184,0.5734669,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MS4A2,45.264473,0.6729045,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GRAMD2A,45.170086,0.14338706,0.0,0.0,R_Pre_vs_NR_Pre,100.0
NLRP7,45.169594,0.6724908,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RAB36,45.07468,0.15127237,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RAPGEF4,45.072838,0.42522156,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CCZ1,45.07047,1.2181432,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FSTL4,44.97691,0.6320145,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FAIM2,44.883823,-0.12930834,0.0,0.0,R_Pre_vs_NR_Pre,100.0
KRTAP5-2,44.88357,-0.04317242,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RBBP4,44.883198,-0.0755382,0.0,0.0,R_Pre_vs_NR_Pre,100.0
HIST1H4I,44.882504,-0.055962224,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TPCN2,44.8822,0.2999512,0.0,0.0,R_Pre_vs_NR_Pre,100.0
NBPF1,44.880676,0.6771202,0.0,0.0,R_Pre_vs_NR_Pre,100.0
USHBP1,44.78681,0.19638279,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CPZ,44.78615,0.45584494,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SPRR2A,44.784073,1.7374191,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PHF21B,44.78301,0.93547446,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FBN3,44.688416,0.42736813,0.0,0.0,R_Pre_vs_NR_Pre,100.0
WSCD2,44.595787,-0.62768066,0.0,0.0,R_Pre_vs_NR_Pre,100.0
DDC,44.594585,-0.5424264,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FAM229A,44.593723,0.53945005,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PLA1A,44.499435,-0.46560964,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CENPK,44.498657,0.5904073,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SLC5A5,44.498558,1.3515325,0.0,0.0,R_Pre_vs_NR_Pre,100.0
EFR3B,44.490402,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
INCA1,44.40716,-1.1415526,0.0,0.0,R_Pre_vs_NR_Pre,100.0
NUDT18,44.40251,0.6654213,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TMEM40,44.39493,2.0698485,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SDK2,44.30951,-0.37307882,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SLC25A34,44.308968,-0.25652197,0.0,0.0,R_Pre_vs_NR_Pre,100.0
UPK2,44.30844,1.5062175,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CHI3L2,44.30819,0.4141381,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RNF112,44.307293,0.7331509,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GEMIN8,44.305634,1.5915431,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ETV7,44.21568,-0.57641333,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RNASEH2A,44.215256,0.88094497,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SLFN13,44.212803,0.28616205,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CS,44.21089,2.006041,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF675,44.121662,-1.1572688,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF790,44.121105,-2.1668231,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RASA4B,44.120377,-0.5894133,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF852,44.11816,-0.07602497,0.0,0.0,R_Pre_vs_NR_Pre,100.0
DERPC,44.118027,0.18275082,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GLT1D1,44.117924,20.974562,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CHP2,44.11755,-0.9833296,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RPP14,44.11711,-0.9176407,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FOXP3,44.116013,0.9422067,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF662,44.026886,-1.023181,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ACTC1,44.02629,-0.25387236,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RAET1E,44.02526,-0.4703323,0.0,0.0,R_Pre_vs_NR_Pre,100.0
LRP5L,44.022163,0.25813127,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MFSD2A,44.01462,3.8902693,0.0,0.0,R_Pre_vs_NR_Pre,100.0
XPNPEP2,44.013454,3.1054757,0.0,0.0,R_Pre_vs_NR_Pre,100.0
EPHX3,44.00679,1.0741755,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RIN1,44.003136,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MYRFL,43.93187,-2.489284,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZRSR2,43.93141,-1.3581737,0.0,0.0,R_Pre_vs_NR_Pre,100.0
NBPF3,43.930904,-0.42134655,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RAET1L,43.9283,1.8019004,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF43,43.922077,1.3541896,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MUTYH,43.837128,-3.5757716,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF90,43.837093,-2.8590074,0.0,0.0,R_Pre_vs_NR_Pre,100.0
USP2,43.834995,-0.81729954,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GALR3,43.833675,17.928524,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CORO6,43.832794,1.5488156,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CARD14,43.830902,0.8065396,0.0,0.0,R_Pre_vs_NR_Pre,100.0
LRRC75A,43.8308,0.18907058,0.0,0.0,R_Pre_vs_NR_Pre,100.0
C17orf67,43.73942,0.23680921,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PPFIA3,43.73482,-0.17292027,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CTAG2,43.723537,1.9562964,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TMEM239,43.554874,-2.1751032,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CYP11A1,43.552555,0.72956526,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SAA4,43.55088,-1.401787,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MMACHC,43.550797,0.5637796,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CYP4F12,43.464325,-3.2706423,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PPP1R32,43.461956,-1.792214,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF486,43.460876,-2.729861,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GNGT2,43.458202,0.62726384,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FBXO27,43.45798,-0.86689585,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RIMS3,43.455597,2.3262277,0.0,0.0,R_Pre_vs_NR_Pre,100.0
C10orf143,43.45426,0.6753497,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PLA2G3,43.45333,6.64092,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SCUBE1,43.45101,0.18323867,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CCDC22,43.358467,-0.1648211,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF79,43.35402,1.0873997,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ARHGAP28,43.2711,-3.3019083,0.0,0.0,R_Pre_vs_NR_Pre,100.0
DXO,43.269207,1.3474191,0.0,0.0,R_Pre_vs_NR_Pre,100.0
C19orf38,43.267277,0.3411408,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ALPL,43.263824,8.563218,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PCSK4,43.26251,0.6861727,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FGL1,43.261593,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FUT1,43.177456,-1.5322837,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MFSD4A,43.16761,0.5779829,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GSDMC,43.157936,20.083847,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF396,43.082527,-1.0520145,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SLC26A4,43.078026,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SPAAR,42.98915,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SYTL5,42.986412,-2.6452706,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TMEM220,42.985973,-1.0468714,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TOX,42.9858,-0.8764186,0.0,0.0,R_Pre_vs_NR_Pre,100.0
COL23A1,42.982944,-1.365346,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF347,42.980797,-1.0420457,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TMEM222,42.98066,0.60470086,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PALM3,42.970512,0.7984372,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ADGRE2,42.89757,-0.5179342,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TINCR,42.89397,2.1735165,0.0,0.0,R_Pre_vs_NR_Pre,100.0
LIN52,42.887154,-0.40095004,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MAN1C1,42.886425,0.25577012,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CES4A,42.8837,22.38952,0.0,0.0,R_Pre_vs_NR_Pre,100.0
AKR1C2,42.882652,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CHGA,42.874294,19.500256,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TCTN2,42.80538,-1.7538756,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF20,42.802677,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF517,42.797245,-2.7244291,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CEP97,42.79486,-1.3605883,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CCNJL,42.794693,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MKRN3,42.794388,-0.22579151,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MYO18B,42.788483,1.3597685,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ALX1,42.710045,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF177,42.709877,-0.8090696,0.0,0.0,R_Pre_vs_NR_Pre,100.0
C11orf91,42.704567,17.585228,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SASH1,42.699966,-1.6400439,0.0,0.0,R_Pre_vs_NR_Pre,100.0
AC233723.1,42.699932,18.958836,0.0,0.0,R_Pre_vs_NR_Pre,100.0
OPHN1,42.699154,16.920496,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CBX2,42.69462,-0.061566055,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ANKDD1A,42.69347,19.160894,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ITGA8,42.619446,-4.1727796,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CCDC17,42.61735,-3.1039627,0.0,0.0,R_Pre_vs_NR_Pre,100.0
UBE3D,42.615826,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CDC25C,42.614574,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SULT1A2,42.609737,-2.7284307,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ANXA9,42.603447,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
INKA1,42.52296,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CBFA2T3,42.52286,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SNAI3,42.519714,-18.668613,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TRIM68,42.516262,-2.3138533,0.0,0.0,R_Pre_vs_NR_Pre,100.0
C11orf86,42.51599,-0.77197546,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TSPAN32,42.510445,-1.8820148,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GABRB3,42.508717,4.2303176,0.0,0.0,R_Pre_vs_NR_Pre,100.0
IFT140,42.506622,1.3027855,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TMEM178B,42.433647,-3.5189378,0.0,0.0,R_Pre_vs_NR_Pre,100.0
EXOG,42.428505,23.160791,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CRMP1,42.42783,16.979477,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PRAME,42.427185,-1.2093941,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RHOBTB2,42.424988,1.024485,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RUNDC3A,42.423702,-22.103348,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CELSR2,42.423023,1.2097352,0.0,0.0,R_Pre_vs_NR_Pre,100.0
COQ10A,42.418324,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CACNG4,42.41731,-0.3027012,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PLGRKT,42.33723,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CEP85,42.337112,-2.4960341,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SPACA9,42.335808,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
APLN,42.33469,-4.4218845,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SLC6A3,42.332493,0.7805056,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PAX9,42.328197,1.8961743,0.0,0.0,R_Pre_vs_NR_Pre,100.0
OTX1,42.32813,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
OMP,42.32647,-2.43345,0.0,0.0,R_Pre_vs_NR_Pre,100.0
EXOC3L2,42.32116,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF793,42.32082,1.0527545,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SFXN5,42.302486,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
HBEGF,42.244633,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
LPL,42.23066,-4.6437,0.0,0.0,R_Pre_vs_NR_Pre,100.0
DQX1,42.22589,-0.40200797,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SCG3,42.224792,0.4707672,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GPBAR1,42.154846,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZC4H2,42.15471,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
EIF3I,42.1542,-0.59421796,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SLFN12,42.14128,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SEMA6B,42.13563,-0.6858923,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ISL2,42.132347,16.219286,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PRR11,42.12296,2.8527143,0.0,0.0,R_Pre_vs_NR_Pre,100.0
UBE2F,42.121998,18.776382,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CDK5,42.11462,1.2451314,0.0,0.0,R_Pre_vs_NR_Pre,100.0
BRSK2,42.057987,-17.163239,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FGF12,42.05545,-2.672365,0.0,0.0,R_Pre_vs_NR_Pre,100.0
METTL18,42.055077,-3.2173595,0.0,0.0,R_Pre_vs_NR_Pre,100.0
POU6F2,42.054604,-2.3820374,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PIMREG,42.05122,0.88299495,0.0,0.0,R_Pre_vs_NR_Pre,100.0
NUGGC,42.04263,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
HSD17B12,42.038433,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TRPM6,42.00822,1.3076925,0.0,0.0,R_Pre_vs_NR_Pre,100.0
USH1G,41.967762,0.7124508,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CLCN2,41.962093,-3.2464924,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ECSCR,41.95991,-17.557066,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SLC44A5,41.956394,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FUT10,41.95399,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GNG7,41.95203,17.647694,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RGS11,41.876755,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FETUB,41.87158,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SARS2,41.87053,0.95306724,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MTERF1,41.870327,15.200001,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ULK2,41.869923,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
DENND2A,41.868366,-2.3205385,0.0,0.0,R_Pre_vs_NR_Pre,100.0
POT1,41.866302,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PRCD,41.86505,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FBXO8,41.860146,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
NOLC1,41.859196,1.6303843,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SKIV2L,41.858807,-1.6568977,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SOX13,41.85781,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CYP4X1,41.857437,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
POU2F2,41.85121,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TM6SF2,41.78213,-1.7349997,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GSTA4,41.780167,3.5938315,0.0,0.0,R_Pre_vs_NR_Pre,100.0
HLF,41.777122,0.2796197,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GNRH2,41.773808,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
IGDCC4,41.77296,-0.7531903,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FAAH,41.77164,-2.7007475,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FAM214B,41.75723,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CAPN9,41.707836,21.732841,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TARS2,41.69566,11.274591,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF232,41.69373,0.7102345,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GZMM,41.69204,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PEX12,41.69045,-2.4442801,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SFXN2,41.689587,-1.8618516,0.0,0.0,R_Pre_vs_NR_Pre,100.0
LIN7B,41.68933,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
HS1BP3,41.688454,-19.175797,0.0,0.0,R_Pre_vs_NR_Pre,100.0
AIF1L,41.683174,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CAPN13,41.683174,1.3170232,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TRPV1,41.67771,-2.6540089,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GOT1,41.676914,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF684,41.6738,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TSPAN10,41.673023,2.7200232,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PAK6,41.669033,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
A2ML1,41.634323,19.76255,0.0,0.0,R_Pre_vs_NR_Pre,100.0
EBLN2,41.6009,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RAB3A,41.598392,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
AQP7,41.592678,0.10020359,0.0,0.0,R_Pre_vs_NR_Pre,100.0
BAG4,41.588177,0.14575437,0.0,0.0,R_Pre_vs_NR_Pre,100.0
KHK,41.5774,1.126822,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GLRA2,41.5636,1.9801726,0.0,0.0,R_Pre_vs_NR_Pre,100.0
IL36A,41.55485,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MZF1,41.54017,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
HINT2,41.514122,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
C7orf61,41.509148,-2.1231618,0.0,0.0,R_Pre_vs_NR_Pre,100.0
STC1,41.508537,0.68304026,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CCNH,41.50509,17.309685,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ALPG,41.50448,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF74,41.50184,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF821,41.500282,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TEC,41.497883,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PCDHGA9,41.49646,1.8145932,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CD79B,41.494396,0.11416197,0.0,0.0,R_Pre_vs_NR_Pre,100.0
DAGLA,41.492874,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
BSN,41.492874,-3.5620599,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PPP1R14C,41.488476,-2.4593844,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FRAS1,41.486347,-4.2146373,0.0,0.0,R_Pre_vs_NR_Pre,100.0
C1orf159,41.486107,16.065117,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF431,41.484077,19.539856,0.0,0.0,R_Pre_vs_NR_Pre,100.0
DPH1,41.48215,12.074991,0.0,0.0,R_Pre_vs_NR_Pre,100.0
LMNTD2,41.48012,18.286203,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PADI2,41.477043,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
UST,41.465218,0.71368223,0.0,0.0,R_Pre_vs_NR_Pre,100.0
UTY,41.454918,27.238663,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GINS3,41.41476,0.89754254,0.0,0.0,R_Pre_vs_NR_Pre,100.0
BCORL1,41.413776,0.20897314,0.0,0.0,R_Pre_vs_NR_Pre,100.0
C17orf53,41.413303,-0.41613188,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ADGRL1,41.412323,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CEP76,41.40914,0.67868257,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PSMC3IP,41.407585,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
HABP2,41.40586,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FAM189A2,41.40383,0.9072675,0.0,0.0,R_Pre_vs_NR_Pre,100.0
JPH3,41.402004,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF816,41.40062,12.983776,0.0,0.0,R_Pre_vs_NR_Pre,100.0
LTF,41.38712,14.804132,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CELSR3,41.37819,0.8960317,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GZMH,41.375683,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FGFBP1,41.36726,17.971188,0.0,0.0,R_Pre_vs_NR_Pre,100.0
UNC13A,41.36606,0.65940124,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF490,41.325275,-0.28245953,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RASAL3,41.31922,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PCDHB13,41.317867,-19.103691,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MAPK8IP2,41.315872,-18.557829,0.0,0.0,R_Pre_vs_NR_Pre,100.0
HASPIN,41.31489,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
C9orf116,41.313774,15.975995,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SSX2IP,41.313503,9.160228,0.0,0.0,R_Pre_vs_NR_Pre,100.0
DHRS7B,41.311203,-0.9694291,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZSCAN31,41.30985,3.3842034,0.0,0.0,R_Pre_vs_NR_Pre,100.0
SLC5A1,41.309376,-1.9779607,0.0,0.0,R_Pre_vs_NR_Pre,100.0
UQCRFS1,41.308495,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CCDC8,41.306026,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PPP2R2C,41.303288,-2.9712706,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CTXND1,41.303185,-0.85320705,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TGM1,41.297806,-0.08498653,0.0,0.0,R_Pre_vs_NR_Pre,100.0
KIAA1755,41.29686,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ATPAF2,41.289314,17.22875,0.0,0.0,R_Pre_vs_NR_Pre,100.0
KIF4A,41.285763,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
GTSF1,41.279907,13.929978,0.0,0.0,R_Pre_vs_NR_Pre,100.0
FGF11,41.2702,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
OSTC,41.239685,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
PAX5,41.23586,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
LCAT,41.222195,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
IL11RA,41.221043,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TMEM86A,41.220097,18.064081,0.0,0.0,R_Pre_vs_NR_Pre,100.0
CSGALNACT1,41.220062,-0.13875912,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF629,41.21228,-0.6081133,0.0,0.0,R_Pre_vs_NR_Pre,100.0
DENND2C,41.209743,-0.55551344,0.0,0.0,R_Pre_vs_NR_Pre,100.0
JKAMP,41.208084,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
ZNF774,41.200912,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
TERT,41.185284,19.941002,0.0,0.0,R_Pre_vs_NR_Pre,100.0
MDP1,41.179058,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
C12orf73,41.16448,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RNF152,41.13555,-2.5662103,0.0,0.0,R_Pre_vs_NR_Pre,100.0
KCNK7,41.134975,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RASGEF1A,41.134266,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
RWDD2B,41.133354,,0.0,0.0,R_Pre_vs_NR_Pre,100.0
