,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,sample
GSTM3,0.1682620577600322,1.176836406102666e-14,0.0004923839314152941,0.0,0.009900990099009901,0.00038243080568550926,6.5379800339037e-14,0.0,0.016501650165016504,YP03A
ATP1A1,0.16506508741631673,3.5416114485542494e-14,0.0004923839314152941,6.661338147750939e-16,0.009900990099009901,0.00042545898111508336,1.8640060255548682e-13,2.7755575615628914e-15,0.016501650165016504,YP03A
EPHA2,0.1540530546568785,1.3756773498130315e-12,0.0004923839314152941,1.1102230246251565e-16,0.009900990099009901,0.0003402150291345946,6.878386749065157e-12,4.827056628805028e-16,0.016501650165016504,YP03A
CSDE1,0.1532370256510755,1.7866819135292644e-12,0.0004923839314152941,1.1102230246251565e-16,0.009900990099009901,0.00032852035260935974,8.508009112044117e-12,4.827056628805028e-16,0.016501650165016504,YP03A
RNF186,0.15039055793372794,4.401701225731358e-12,0.0004923839314152941,1.1102230246251565e-16,0.009900990099009901,0.00032719078096710353,2.0007732844233445e-11,4.827056628805028e-16,0.016501650165016504,YP03A
DPYD,0.14734367137487595,1.1349698958440513e-11,0.0004923839314152941,1.1102230246251565e-16,0.009900990099009901,0.00031993442553707044,4.934651721061092e-11,4.827056628805028e-16,0.016501650165016504,YP03A
SORT1,0.14488656523109,2.4036994616949414e-11,0.0004923839314152941,7.993605777301127e-15,0.009900990099009901,0.0003570970680526948,1.0015414423728923e-10,3.074463760500433e-14,0.016501650165016504,YP03A
PRXL2B,0.13733918226269606,2.2351720474489412e-10,0.0004923839314152941,2.9398705692074145e-13,0.009900990099009901,0.00035181244985834465,8.940688189795765e-10,1.0499537747169337e-12,0.016501650165016504,YP03A
LAMTOR5,0.13067510104155525,1.4573696693886973e-09,0.0004923839314152941,3.219646771412954e-15,0.009900990099009901,0.00028736014647123977,5.605267959187297e-09,1.2878587085651816e-14,0.016501650165016504,YP03A
WDR77,0.12785701865958282,3.1361682140129687e-09,0.0004923839314152941,5.030420524576584e-13,0.009900990099009901,0.00033146113542407827,1.1615437829677661e-08,1.734627767095374e-12,0.016501650165016504,YP03A
CDC20,0.12639440300909593,4.639273853968007e-09,0.0004923839314152941,1.1102230246251565e-16,0.009900990099009901,0.0002359367649139119,1.656883519274288e-08,4.827056628805028e-16,0.016501650165016504,YP03A
MAST2,0.12594292336484195,5.230821331636548e-09,0.0004923839314152941,1.025051155068013e-10,0.009900990099009901,0.0003828771440908485,1.8037314936677755e-08,3.306616629251655e-10,0.016501650165016504,YP03A
HSPG2,0.11168479770743264,1.8820726110924113e-07,0.0004923839314152941,1.2843526242534153e-09,0.009900990099009901,0.00035064891786536684,6.273575370308038e-07,3.7775077183923975e-09,0.016501650165016504,YP03A
MOV10,0.11111426488551865,2.1541800798718924e-07,0.0004923839314152941,7.702485538274573e-09,0.009900990099009901,0.00038813635784128354,6.94896799958675e-07,2.0269698784933086e-08,0.016501650165016504,YP03A
GBP3,0.11081732330476042,2.3104414437202792e-07,0.0004923839314152941,3.293554873273763e-09,0.009900990099009901,0.00034291897458855087,7.220129511625872e-07,8.901499657496656e-09,0.016501650165016504,YP03A
GALE,0.10906505201509538,3.480420065482548e-07,0.0004923839314152941,5.099373145966979e-10,0.009900990099009901,0.0003050741203994843,1.0546727471159236e-06,1.593554108114681e-09,0.016501650165016504,YP03A
ATP5PB,0.10409891645971557,1.0757355101143062e-06,0.0004923839314152941,5.83810254584094e-08,0.009900990099009901,0.0003963919125822865,3.16392797092443e-06,1.4239274502051074e-07,0.016501650165016504,YP03A
WLS,0.10344354333252025,1.243975349951576e-06,0.0004923839314152941,1.4013882554397838e-07,0.009900990099009901,0.00038784023353730703,3.5542152855759316e-06,3.259042454511125e-07,0.016501650165016504,YP03A
DENND2D,0.10287600643077445,1.40982496121822e-06,0.0004923839314152941,2.28706247273891e-08,0.009900990099009901,0.0003492292235454155,3.9161804478283895e-06,5.864262750612589e-08,0.016501650165016504,YP03A
PRDM16,0.10208062385633461,1.6783359840788492e-06,0.0004923839314152941,2.5091040356528538e-14,0.009900990099009901,0.00019617993802816536,4.536043200213106e-06,9.292977909825383e-14,0.016501650165016504,YP03A
CTTNBP2NL,0.10175474898357753,1.8019561853765964e-06,0.0004923839314152941,4.109456952505752e-08,0.009900990099009901,0.0003332681470117171,4.741989961517359e-06,1.0273642381264381e-07,0.016501650165016504,YP03A
PSMA5,0.10042924521907066,2.4008236391148685e-06,0.0004923839314152941,3.4745872845576287e-11,0.009900990099009901,0.00023483350304447006,6.155958049012483e-06,1.1581957615192096e-10,0.016501650165016504,YP03A
SLC35A3,0.0925485564242718,1.231726157213675e-05,0.0004923839314152941,5.678830738986562e-10,0.009900990099009901,0.00023618620811259556,3.079315393034188e-05,1.7208577996928975e-09,0.016501650165016504,YP03A
AGMAT,0.09240026291680144,1.268743765792113e-05,0.0004923839314152941,3.133513448716485e-09,0.009900990099009901,0.0002540652495679144,3.094496989736861e-05,8.704204024212459e-09,0.016501650165016504,YP03A
MAGI3,0.09133196834259746,1.5684339769506117e-05,0.0004923839314152941,1.5705015066203032e-09,0.009900990099009901,0.00024393524549911109,3.734366611787171e-05,4.487147161772295e-09,0.016501650165016504,YP03A
GUCA2A,0.0851409849382657,5.131396218360784e-05,0.0004923839314152941,0.00035682749238807876,0.019801980198019802,0.0006113754775077952,0.0001193347957758322,0.0006260131445404891,0.03094059405940594,YP03A
NR0B2,0.08304573324026059,7.53633840769874e-05,0.0004923839314152941,5.535653456290035e-06,0.009900990099009901,0.00036910320077696387,0.00017128041835678953,1.1297251951612316e-05,0.016501650165016504,YP03A
RAP1GAP,0.08010632577128234,0.0001273923478459782,0.0004923839314152941,1.08449254576648e-07,0.009900990099009901,0.00023952954865754712,0.00028150548711259737,2.5821251089678097e-07,0.016501650165016504,YP03A
HOOK1,0.08001324658354597,0.0001294925240717948,0.0004923839314152941,2.843299102162078e-05,0.009900990099009901,0.00037087981720849414,0.00028150548711259737,5.36471528709826e-05,0.016501650165016504,YP03A
SLC30A7,0.07831016037419035,0.0001741418768707037,0.0004923839314152941,2.59314931088106e-05,0.009900990099009901,0.0003836496458057588,0.0003705146316397951,5.084606491923647e-05,0.016501650165016504,YP03A
CLCA4,0.07710791647582767,0.00021392929703023533,0.0004923839314152941,2.457850021730934e-06,0.009900990099009901,0.0002860560346776738,0.00044568603547965696,5.229468131342413e-06,0.016501650165016504,YP03A
HSPB7,0.07657979420180935,0.00023396294879929336,0.0004923839314152941,1.8949168623105805e-07,0.009900990099009901,0.00024745236265518014,0.0004774754057128436,4.306629232524047e-07,0.016501650165016504,YP03A
FNBP1L,0.07576334502050878,0.00026840592713373024,0.0004923839314152941,2.582781390314537e-05,0.009900990099009901,0.00033546675321051114,0.000529456657208437,5.084606491923647e-05,0.016501650165016504,YP03A
IL22RA1,0.07572746482255557,0.00027002289517630285,0.0004923839314152941,3.55905670877954e-05,0.009900990099009901,0.0003614798664111906,0.000529456657208437,6.590845756999148e-05,0.016501650165016504,YP03A
ESPN,0.07506676649711441,0.0003014686327088567,0.0004923839314152941,2.3783371326802083e-06,0.009900990099009901,0.000262118849394278,0.0005797473705939552,5.170298114522192e-06,0.016501650165016504,YP03A
GBP2,0.07442844783471408,0.0003350571540661207,0.0004923839314152941,8.85732302169373e-07,0.009900990099009901,0.0002574082016588358,0.0006295252899063613,1.968294004820829e-06,0.016501650165016504,YP03A
PLEKHG5,0.07434058906587199,0.00033994365654943515,0.0004923839314152941,4.923651207633384e-06,0.009900990099009901,0.0002644988229058337,0.0006295252899063613,1.025760668256955e-05,0.016501650165016504,YP03A
AHCYL1,0.07230239226893155,0.0004736793540043305,0.0004923839314152941,0.0005250478071555653,0.019801980198019802,0.0004720563149565975,0.0008612351890987827,0.0008899115375518057,0.03094059405940594,YP03A
PRDX1,0.06643736519637708,0.0011774120861376414,0.0004923839314152941,0.00041708806538409693,0.009900990099009901,0.0003684360871490456,0.002102521582388645,0.000719117354110512,0.016501650165016504,YP03A
CLCA1,0.06305291526992504,0.0019331160592243046,0.0004923839314152941,0.00021061605044947473,0.009900990099009901,0.0003136617098223824,0.0033914316828496573,0.0003829382735444995,0.016501650165016504,YP03A
STRIP1,0.0608601254777718,0.002634958014250288,0.0004923839314152941,2.816146249851048e-05,0.009900990099009901,0.0002271738057278064,0.004543031059052221,5.36471528709826e-05,0.016501650165016504,YP03A
KDM4A,0.056784050855883735,0.004575476767494924,0.0004923839314152941,0.00024812497325577,0.009900990099009901,0.00025799009851657764,0.0077550453686354645,0.0004430803093853035,0.016501650165016504,YP03A
ATAD3A,0.05257922836402283,0.007827336522202022,0.0004923839314152941,0.00118374110702546,0.009900990099009901,0.0003111216085047296,0.013045560870336703,0.0019729018450424336,0.016501650165016504,YP03A
ZNHIT6,0.03777157598470661,0.04009814728066197,0.0004923839314152941,0.010390285345774353,0.009900990099009901,0.00024408102332607905,0.06469499928975801,0.016492516421864053,0.016501650165016504,YP03A
SIKE1,0.037768299231642675,0.04011089955964997,0.0004923839314152941,0.013850849766350204,0.039603960396039604,0.0003051622465387003,0.06469499928975801,0.021308999640538773,0.059110388650805375,YP03A
ARID1A,0.03755466595584884,0.04094944148909885,0.0004923839314152941,0.009278030481532307,0.009900990099009901,0.0002703692947337882,0.06499911347476008,0.014964565292794043,0.016501650165016504,YP03A
REG4,0.3969982189063424,0.0,0.0009343305236229041,0.0,0.009900990099009901,0.0007524109964911176,0.0,0.0,0.05500550055005501,YP03C
CLCA1,0.31649605971038197,0.0,0.0009343305236229041,0.0,0.009900990099009901,0.000859974819471623,0.0,0.0,0.05500550055005501,YP03C
KIAA1324,0.26312911128801947,0.0,0.0009343305236229041,0.0,0.009900990099009901,0.0007837268029649609,0.0,0.0,0.05500550055005501,YP03C
CCN1,0.21074782856068552,2.0656809596175663e-12,0.0009343305236229041,3.6637359812630166e-15,0.009900990099009901,0.0007314448061632935,5.1642023990439156e-11,7.327471962526033e-14,0.05500550055005501,YP03C
WNT4,0.16009697433698272,6.617599290770215e-08,0.0009343305236229041,3.3306690738754696e-16,0.009900990099009901,0.00039868871136867383,1.323519858154043e-06,8.326672684688674e-15,0.05500550055005501,YP03C
C1QC,0.13996229589293355,1.9480547420736016e-06,0.0009343305236229041,3.305389850716267e-09,0.009900990099009901,0.000569003828382319,3.246757903456003e-05,5.508983084527112e-08,0.05500550055005501,YP03C
FABP3,0.10262768081698473,0.0003425932522618247,0.0009343305236229041,0.0001796758552609079,0.009900990099009901,0.0007422119570793509,0.004894189318026067,0.0022459481907613488,0.05500550055005501,YP03C
USP48,0.08121821497913685,0.003519180627132079,0.0009343305236229041,0.0011418142821788546,0.009900990099009901,0.0007161487944463848,0.04398975783915099,0.011418142821788546,0.05500550055005501,YP03C
CITED4,0.07759690361595609,0.004989562744408982,0.0009343305236229041,4.06866038902276e-05,0.009900990099009901,0.0004622434440862388,0.05543958604898869,0.0005812371984318228,0.05500550055005501,YP03C
ZYG11B,0.0677653322983292,0.012069493781882823,0.0009343305236229041,0.005025998352569783,0.019801980198019802,0.000687591263065402,0.12069493781882823,0.04569089411427075,0.09000900090009001,YP03C
COL11A1,0.06055794991546249,0.02173743575082343,0.0009343305236229041,0.0007444574543654658,0.009900990099009901,0.0003848198197534604,0.197613052280213,0.00827174949294962,0.05500550055005501,YP03C
HMGCS2,0.050600241440576364,0.04519440651705464,0.0009343305236229041,0.01188459364683625,0.039603960396039604,0.0005127361511983185,0.3766200543087887,0.09903828039030209,0.14668133480014667,YP03C
PLA2G2A,0.3910536948253803,0.0,0.00027697916209538004,0.0,0.009900990099009901,0.00031942019703963006,0.0,0.0,0.029120559114735,YP04C
TACSTD2,0.37271507097530404,0.0,0.00027697916209538004,0.0,0.009900990099009901,0.00024239330578433227,0.0,0.0,0.029120559114735,YP04C
SFN,0.2347780487446644,0.0,0.00027697916209538004,0.0,0.009900990099009901,0.00021337752225542402,0.0,0.0,0.029120559114735,YP04C
CD52,0.23220386907904153,0.0,0.00027697916209538004,0.0,0.009900990099009901,0.00022438700423124496,0.0,0.0,0.029120559114735,YP04C
REG4,0.23054393190397585,0.0,0.00027697916209538004,0.0,0.009900990099009901,0.00022028442708715775,0.0,0.0,0.029120559114735,YP04C
SLC2A1,0.2105686998870983,0.0,0.00027697916209538004,0.0,0.009900990099009901,0.00027800680662234045,0.0,0.0,0.029120559114735,YP04C
ISG15,0.19488958068221013,0.0,0.00027697916209538004,0.0,0.009900990099009901,0.00020243505986361723,0.0,0.0,0.029120559114735,YP04C
TSPAN1,0.1910666680625172,0.0,0.00027697916209538004,0.0,0.009900990099009901,0.0001924884129748528,0.0,0.0,0.029120559114735,YP04C
AGRN,0.16237012468605933,0.0,0.00027697916209538004,0.0,0.009900990099009901,0.00020156221639789265,0.0,0.0,0.029120559114735,YP04C
SMAP2,0.1622008652706671,0.0,0.00027697916209538004,0.0,0.009900990099009901,0.00016427522062676756,0.0,0.0,0.029120559114735,YP04C
COL11A1,0.14253497384365352,0.0,0.00027697916209538004,0.0,0.009900990099009901,0.0001730060946930876,0.0,0.0,0.029120559114735,YP04C
PADI1,0.12791799503418746,5.88418203051333e-15,0.00027697916209538004,0.0,0.009900990099009901,0.00019028486119642804,4.903485025427775e-14,0.0,0.029120559114735,YP04C
PLA2G2D,0.1269415455450841,9.325873406851315e-15,0.00027697916209538004,0.0,0.009900990099009901,0.000232281574513145,7.17374877450101e-14,0.0,0.029120559114735,YP04C
RBP7,0.12106660589542245,1.3777867735598193e-13,0.00027697916209538004,0.0,0.009900990099009901,0.00011105956992964662,9.841334096855851e-13,0.0,0.029120559114735,YP04C
CSF3R,0.11398886868790853,2.9801716650013077e-12,0.00027697916209538004,0.0,0.009900990099009901,0.0001642187398405455,1.986781110000872e-11,0.0,0.029120559114735,YP04C
KIAA1522,0.11353420372897764,3.608890963846534e-12,0.00027697916209538004,0.0,0.009900990099009901,0.00015837529647232213,2.2555568524040837e-11,0.0,0.029120559114735,YP04C
EBNA1BP2,0.10495891071953559,1.1637091290594981e-10,0.00027697916209538004,8.770761894538737e-15,0.009900990099009901,0.00018363616495577117,6.845347817997047e-10,5.159271702669845e-14,0.029120559114735,YP04C
PDZK1IP1,0.10405945315724419,1.650157788191109e-10,0.00027697916209538004,6.772360450213455e-14,0.009900990099009901,0.0001994819252719606,9.167543267728383e-10,3.7624224723408086e-13,0.029120559114735,YP04C
YBX1,0.08246489883606686,3.075235325278314e-07,0.00027697916209538004,2.613869121148582e-10,0.009900990099009901,0.00017406111931962155,1.6185449080412178e-06,1.375720590078201e-09,0.029120559114735,YP04C
DHCR24,0.07222170006486832,6.185238251688041e-06,0.00027697916209538004,2.858703496144699e-09,0.009900990099009901,0.00015968011318458195,3.0926191258440205e-05,1.4293517480723494e-08,0.029120559114735,YP04C
ARHGEF16,0.0631598278023998,6.500001579934356e-05,0.00027697916209538004,1.6238794275924562e-07,0.009900990099009901,0.00015360243882866064,0.00030952388475877885,7.060345337358505e-07,0.029120559114735,YP04C
TTLL7,0.05952554338721161,0.00015423132802516726,0.00027697916209538004,1.2530784410103024e-08,0.009900990099009901,0.00011092046548662416,0.0007010514910234876,5.967040195287154e-08,0.029120559114735,YP04C
PTPRU,0.05835962479700759,0.00020156102213864102,0.00027697916209538004,2.949191713064181e-08,0.009900990099009901,0.00011705842456534615,0.0008763522701680045,1.3405416877564458e-07,0.029120559114735,YP04C
UBXN10,0.05547018953715536,0.0003835297361111101,0.00027697916209538004,9.722706453441088e-05,0.019801980198019802,0.00020019866984607697,0.0015980405671296254,0.00034518537279380616,0.05500550055005501,YP04C
SH3D21,0.05375916904385096,0.0005539141388982705,0.00027697916209538004,3.3268452934831494e-05,0.009900990099009901,0.00016732162313864952,0.002215656555593082,0.00013861855389513122,0.029120559114735,YP04C
SERINC2,0.05168665653925139,0.0008532078084770855,0.00027697916209538004,3.6602900307047825e-05,0.009900990099009901,0.000179493446615268,0.0032815684941426364,0.0001407803857963378,0.029120559114735,YP04C
ZC3H12A,0.05051474443517912,0.0010823226695415578,0.00027697916209538004,0.000184321520864561,0.009900990099009901,0.0001976666425176102,0.004008602479783547,0.0006144050695485367,0.029120559114735,YP04C
IFI44,0.04808541517330441,0.0017462813249859988,0.00027697916209538004,0.00010010375811020378,0.009900990099009901,0.0001732247536544795,0.006236719017807138,0.00034518537279380616,0.029120559114735,YP04C
GPR157,0.04749892114675702,0.001954269836642597,0.00027697916209538004,3.51566540206516e-05,0.009900990099009901,0.00013752613907090883,0.006738861505664128,0.0001406266160826064,0.029120559114735,YP04C
PATJ,0.044211665149016297,0.003594812978055084,0.00027697916209538004,6.412475011863261e-05,0.009900990099009901,0.00013538297072981988,0.011982709926850282,0.0002374990745134541,0.029120559114735,YP04C
ACOT7,0.04030134309657016,0.007084035973963232,0.00027697916209538004,0.0003952941089799822,0.009900990099009901,0.00014169969244882572,0.02285172894826849,0.0012751422870322007,0.029120559114735,YP04C
PDE4B,0.035839747103300054,0.014448374435292455,0.00027697916209538004,0.001517690958803719,0.009900990099009901,0.00015462786515280108,0.04515117011028892,0.004742784246261622,0.029120559114735,YP04C
HES4,0.03207395837820478,0.025078687367355523,0.00027697916209538004,0.003172749904978067,0.009900990099009901,0.0001388758342003339,0.07599602232531977,0.009614393651448687,0.029120559114735,YP04C
CITED4,0.03139867475136454,0.02755271466289022,0.00027697916209538004,0.006188191032908796,0.009900990099009901,0.0001593221244284914,0.08103739606732417,0.018200561861496458,0.029120559114735,YP04C
CEPT1,0.029773617895503535,0.034349045060206085,0.00027697916209538004,0.007281773767827904,0.009900990099009901,0.00015666507210494095,0.09814012874344596,0.020805067908079726,0.029120559114735,YP04C
LRRC47,0.027196686472425347,0.047900390459101105,0.00027697916209538004,0.011421656170008232,0.0297029702970297,0.0001426531091187686,0.13305664016416974,0.03172682269446731,0.0781657113079729,YP04C
