names,scores,logfoldchanges,pvals,pvals_adj,comparison,-log10_padj
ITGAL,22.020012,-0.6622249,1.852118166475511e-107,2.751306059253276e-107,R_Post_vs_NR_Post,99.9999998805123
MIER2,21.98258,0.7731092,4.2274690285514254e-107,6.279226090388871e-107,R_Post_vs_NR_Post,99.99999972729677
WDR92,21.968697,2.6309114,5.739101999855141e-107,8.521019652992549e-107,R_Post_vs_NR_Post,99.99999962993698
ARID3A,21.963902,,6.37812860167335e-107,9.468831558668254e-107,R_Post_vs_NR_Post,99.99999958877406
CARS,21.955034,-1.030314,7.752188872839721e-107,1.1505194877043833e-106,R_Post_vs_NR_Post,99.99999950033602
PIP4K2A,21.949398,-15.090272,8.775595571716608e-107,1.3022721360548008e-106,R_Post_vs_NR_Post,99.99999943443076
PODNL1,21.94676,18.779411,9.299589419843641e-107,1.3797486074213484e-106,R_Post_vs_NR_Post,99.99999940078321
ZNF787,21.944601,-4.1973977,9.751823021942357e-107,1.44669682512698e-106,R_Post_vs_NR_Post,99.999999371708
SNX25,21.93925,,1.0969225263349782e-106,1.6271335682953992e-106,R_Post_vs_NR_Post,99.99999929334544
PPM1M,21.921099,-0.23726675,1.6346510575015343e-106,2.4242833986162585e-106,R_Post_vs_NR_Post,99.99999894714837
GLUL,21.91978,-0.11294139,1.6826851131736011e-106,2.495265293721508e-106,R_Post_vs_NR_Post,99.9999989163214
POC1A,21.913952,,1.912455403255437e-106,2.835702986630311e-106,R_Post_vs_NR_Post,99.99999876847158
GSDME,21.909786,,2.0956288947652886e-106,3.1066685180967463e-106,R_Post_vs_NR_Post,99.9999986507931
ITGAM,21.899975,-0.5398296,2.599276679539761e-106,3.852907768894215e-106,R_Post_vs_NR_Post,99.99999832670665
FGB,21.867231,-0.69691646,5.32939991102709e-106,7.896537728672579e-106,R_Post_vs_NR_Post,99.99999657059078
PPIL4,21.867155,-0.25176477,5.338333402799303e-106,7.908965573142071e-106,R_Post_vs_NR_Post,99.99999656519347
GK5,21.866783,3.7136557,5.382098636091694e-106,7.972990290357512e-106,R_Post_vs_NR_Post,99.99999653738811
PRDM5,21.861233,2.927675,6.07813330144332e-106,9.002248545421266e-106,R_Post_vs_NR_Post,99.99999609039072
BIK,21.860334,-15.876303,6.198897887416019e-106,9.1801730136853e-106,R_Post_vs_NR_Post,99.99999601311981
DLL4,21.857925,-3.722326,6.534594626909032e-106,9.67632941073774e-106,R_Post_vs_NR_Post,99.99999579764386
FBXL18,21.85743,,6.606091666806316e-106,9.781201437781288e-106,R_Post_vs_NR_Post,99.99999575209897
CCL18,21.853378,0.5432862,7.218969832803751e-106,1.0687557218236333e-105,R_Post_vs_NR_Post,99.99999535847768
RASAL3,21.851908,0.68711805,7.455350782446795e-106,1.103525971966583e-105,R_Post_vs_NR_Post,99.99999520747404
MAPK11,21.839926,-1.3051922,9.691142490501123e-106,1.4341703003307485e-105,R_Post_vs_NR_Post,99.99999377152218
ROBO3,21.83603,-0.8361488,1.0554123774954339e-105,1.561721430410974e-105,R_Post_vs_NR_Post,99.99999321758297
AASS,21.82466,-0.26421472,1.3534397050849424e-105,2.0021068457495045e-105,R_Post_vs_NR_Post,99.99999130504749
GBP3,21.816309,-1.6016505,1.62456288054014e-105,2.4029266986488563e-105,R_Post_vs_NR_Post,99.99998956434732
IL2RA,21.811684,-0.12739961,1.7973664021270622e-105,2.6579814671855547e-105,R_Post_vs_NR_Post,99.99998845668657
KIF4A,21.810873,-0.13914147,1.8295546627034016e-105,2.7053059760407105e-105,R_Post_vs_NR_Post,99.99998825116435
TTLL4,21.808435,-17.520845,1.9296119769463492e-105,2.8529664580057874e-105,R_Post_vs_NR_Post,99.99998760990084
ZNF33B,21.798481,,2.3984833177658476e-105,3.545477635730191e-105,R_Post_vs_NR_Post,99.99998460245922
SULT1A1,21.798405,,2.40249121497668e-105,3.5510398615162355e-105,R_Post_vs_NR_Post,99.99998457830364
ALYREF,21.789614,0.31666523,2.910932441602033e-105,4.301671686447394e-105,R_Post_vs_NR_Post,99.99998131847904
TOP3A,21.775187,1.3974576,3.988371565144688e-105,5.891468926979633e-105,R_Post_vs_NR_Post,99.99997441442922
PPT2,21.773697,,4.120213096337973e-105,6.085599688015551e-105,R_Post_vs_NR_Post,99.99997357138052
DNAH1,21.768375,2.568192,4.627452660367008e-105,6.8334047643866286e-105,R_Post_vs_NR_Post,99.99997032391411
PDCD4,21.757149,-2.2882857,5.911100650077408e-105,8.727201285878069e-105,R_Post_vs_NR_Post,99.99996209990017
LDLRAD3,21.753193,3.3271468,6.443449368278645e-105,9.511227146981255e-105,R_Post_vs_NR_Post,99.99995869522961
UQCRFS1,21.747995,-1.4475913,7.216354511063241e-105,1.0651033430754304e-104,R_Post_vs_NR_Post,99.99995374561279
CRTC1,21.742857,-1.1062241,8.071665296536732e-105,1.1912222350639114e-104,R_Post_vs_NR_Post,99.99994826895676
ZNF785,21.718264,2.4171057,1.3789310436969443e-104,2.034621953465865e-104,R_Post_vs_NR_Post,99.99991164647928
CDC6,21.714308,-17.951513,1.5028857146874248e-104,2.217292080895256e-104,R_Post_vs_NR_Post,99.99990371490266
SKIL,21.70443,,1.8632218200471688e-104,2.748636363796292e-104,R_Post_vs_NR_Post,99.99988064464192
CCHCR1,21.703417,,1.9047182034899176e-104,2.809566008161466e-104,R_Post_vs_NR_Post,99.99987799923628
TMEM39B,21.702833,-6.0588613,1.9290149411116007e-104,2.845115389069009e-104,R_Post_vs_NR_Post,99.99987645578265
SHPK,21.694847,3.2164917,2.2949033558174238e-104,3.384421805688399e-104,R_Post_vs_NR_Post,99.99985304129565
AGR2,21.686047,,2.7786279484818263e-104,4.096963333768033e-104,R_Post_vs_NR_Post,99.99982210758161
AURKB,21.683525,,2.935179468259682e-104,4.3273511891875725e-104,R_Post_vs_NR_Post,99.99981210617692
TOMM40L,21.679531,-1.2185607,3.2012463934111815e-104,4.7186547713644513e-104,R_Post_vs_NR_Post,99.99979511976123
ASPH,21.674849,1.6213374,3.5439357765319875e-104,5.223249392715711e-104,R_Post_vs_NR_Post,99.99977321638333
RBBP8,21.667532,-16.517214,4.1544271354866966e-104,6.121779936831902e-104,R_Post_vs_NR_Post,99.99973421582071
RNF24,21.662123,5.6747575,4.6719616031880905e-104,6.8836956887002e-104,R_Post_vs_NR_Post,99.99970114774334
DPM2,21.65985,-1.4069538,4.90835214840719e-104,7.231259500317609e-104,R_Post_vs_NR_Post,99.99968606388418
PTBP2,21.658531,-0.07596521,5.050847134360388e-104,7.440434497469577e-104,R_Post_vs_NR_Post,99.99967698618873
PLGRKT,21.651423,15.413903,5.893280750338328e-104,8.679663668893128e-104,R_Post_vs_NR_Post,99.99962321049304
TDRD3,21.651175,-1.0796444,5.925130020802976e-104,8.72568446243073e-104,R_Post_vs_NR_Post,99.99962121357323
TRMT11,21.6498,1.4145823,6.10466134425455e-104,8.987331933295389e-104,R_Post_vs_NR_Post,99.99960986042288
ROBO4,21.6425,-20.359188,7.151998928654122e-104,1.0528160991499788e-103,R_Post_vs_NR_Post,99.9995430082996
SUB1,21.642412,-0.60760605,7.165349394913672e-104,1.0546742053592327e-103,R_Post_vs_NR_Post,99.99954220218376
HERC1,21.6322,-2.4813151,8.941624724225161e-104,1.31585839517089e-103,R_Post_vs_NR_Post,99.99942890561734
NLE1,21.63046,,9.285101781931618e-104,1.366266043232026e-103,R_Post_vs_NR_Post,99.99940704317282
MZF1,21.630136,1.0881921,9.350712372997524e-104,1.375780652584423e-103,R_Post_vs_NR_Post,99.999402916688
SLC25A40,21.627556,0.4175029,9.888431907483364e-104,1.454748187201655e-103,R_Post_vs_NR_Post,99.99936866999157
DPP3,21.625072,,1.0435375240482886e-103,1.535056518266992e-103,R_Post_vs_NR_Post,99.9993338445871
FUT6,21.618078,,1.2142810284652116e-103,1.7858596630193874e-103,R_Post_vs_NR_Post,99.99922510272603
CPNE2,21.61806,,1.2147838026623287e-103,1.7864177560872733e-103,R_Post_vs_NR_Post,99.99922486078144
FA2H,21.61741,18.997952,1.2320022879002668e-103,1.8115547698263538e-103,R_Post_vs_NR_Post,99.9992139635191
OSTC,21.607855,2.1401036,1.5152364707164658e-103,2.2275744279797215e-103,R_Post_vs_NR_Post,99.9990336526241
ADGRE2,21.606997,0.22674677,1.543713405734762e-103,2.269208585864979e-103,R_Post_vs_NR_Post,99.99901561170213
ADAMTS7,21.60241,13.177609,1.7048571190780978e-103,2.505830368388301e-103,R_Post_vs_NR_Post,99.99891309293277
FKBP15,21.601961,0.2683223,1.721510962546472e-103,2.5300518183580124e-103,R_Post_vs_NR_Post,99.99890260011101
BRMS1L,21.597595,-1.5378395,1.8921499707805717e-103,2.7802706670049614e-103,R_Post_vs_NR_Post,99.99879421921396
MT1F,21.579958,,2.77122123650794e-103,4.0703014268579723e-103,R_Post_vs_NR_Post,99.99823587837339
SRSF7,21.561213,0.015043401,4.155778541031006e-103,6.10328631550504e-103,R_Post_vs_NR_Post,99.9973574324269
HINFP,21.560543,1.4817878,4.2162681017967938e-103,6.19086776718678e-103,R_Post_vs_NR_Post,99.99731962866831
ACAD8,21.559856,,4.2794026208485204e-103,6.282933235797868e-103,R_Post_vs_NR_Post,99.99727989297088
PEX26,21.55934,-0.53146434,4.327371802972135e-103,6.352716858998915e-103,R_Post_vs_NR_Post,99.99724977659835
NUBP1,21.549347,,5.370004230028911e-103,7.881736529699004e-103,R_Post_vs_NR_Post,99.996590424424
LST1,21.54495,-0.5461446,5.904587981078201e-103,8.665485278551558e-103,R_Post_vs_NR_Post,99.99625283969473
YJU2,21.54306,2.7050512,6.150740125134933e-103,9.024906110285083e-103,R_Post_vs_NR_Post,99.99609811379008
NDUFAF1,21.539965,,6.575813549615698e-103,9.647634096894403e-103,R_Post_vs_NR_Post,99.99583016806683
FANCL,21.533123,,7.622019372243163e-103,1.118029934849235e-102,R_Post_vs_NR_Post,99.99517140026381
EXD2,21.532932,0.48384792,7.653513174552437e-103,1.1225359270390334e-102,R_Post_vs_NR_Post,99.99515204779082
GRAMD2B,21.53276,0.95792556,7.681968603860486e-103,1.1265954158592035e-102,R_Post_vs_NR_Post,99.99513461371254
CCDC57,21.521582,-7.919968,9.776989063827559e-103,1.4336945096835392e-102,R_Post_vs_NR_Post,99.99381775596041
MS4A4A,21.516422,-3.1261156,1.0927605017674434e-102,1.6020961495250679e-102,R_Post_vs_NR_Post,99.99309733204441
CEP72,21.5126,,1.1866155639423222e-102,1.7395210250325168e-102,R_Post_vs_NR_Post,99.99251031129553
TTF2,21.502378,,1.4791218141009833e-102,2.1681016635668806e-102,R_Post_vs_NR_Post,99.99068467596123
ECSCR,21.489882,-0.2266134,1.9360720146776804e-102,2.8370396832861566e-102,R_Post_vs_NR_Post,99.98785043366004
ZNF451,21.474585,-3.2804594,2.6911456566298634e-102,3.942695750152034e-102,R_Post_vs_NR_Post,99.983206023955
GRK5,21.4719,,2.851203317063827e-102,4.17676781169067e-102,R_Post_vs_NR_Post,99.98222912111453
NSUN5,21.466644,0.7354455,3.1924904959159997e-102,4.6762513704206864e-102,R_Post_vs_NR_Post,99.9801518385569
RNF216,21.464428,,3.348404358921224e-102,4.904132870203265e-102,R_Post_vs_NR_Post,99.97920740172668
SLC25A43,21.463589,15.311363,3.4095118843544187e-102,4.993127279948127e-102,R_Post_vs_NR_Post,99.97883912837847
SYNJ2,21.460855,,3.615901573772953e-102,5.294843541623463e-102,R_Post_vs_NR_Post,99.97759289639525
SELENOM,21.450996,-1.6365545,4.4698371227913096e-102,6.544618517938403e-102,R_Post_vs_NR_Post,99.97246848125702
IL18,21.450518,,4.515976058413933e-102,6.611505773474238e-102,R_Post_vs_NR_Post,99.9721959226614
PRKAB2,21.449295,,4.636268806678293e-102,6.78693164303881e-102,R_Post_vs_NR_Post,99.97148189208818
TFAM,21.447996,0.26138774,4.767584905933645e-102,6.9784572759311635e-102,R_Post_vs_NR_Post,99.97070366930679
CDYL2,21.447594,-0.42582095,4.808883595399034e-102,7.038196336007799e-102,R_Post_vs_NR_Post,99.97046121766219
TJAP1,21.44446,-17.96131,5.14392941730123e-102,7.52780296948083e-102,R_Post_vs_NR_Post,99.96847922770145
RHBDD3,21.441957,-3.8070693,5.4282127477762914e-102,7.943030632237443e-102,R_Post_vs_NR_Post,99.96680539275236
MYPOP,21.437906,0.686077,5.921859331389321e-102,8.66450191811437e-102,R_Post_vs_NR_Post,99.96391230631781
GRB7,21.437294,,6.0001666759635184e-102,8.778189922383061e-102,R_Post_vs_NR_Post,99.96345817215499
PTPRC,21.436913,,6.049632590897514e-102,8.848771022405169e-102,R_Post_vs_NR_Post,99.96317647007903
ZNF12,21.436014,-20.670761,6.167485120818622e-102,9.020242724653765e-102,R_Post_vs_NR_Post,99.9624928553861
TUSC2,21.435652,,6.215775370747881e-102,9.089951909901615e-102,R_Post_vs_NR_Post,99.96221524969626
FBXL19,21.432001,-0.77815545,6.722679707729352e-102,9.830256722404406e-102,R_Post_vs_NR_Post,99.95927800125729
SCARB1,21.420422,,8.620411963769273e-102,1.2602676945619498e-101,R_Post_vs_NR_Post,99.94845128471654
GBE1,21.419542,,8.784611810226922e-102,1.2841434356428982e-101,R_Post_vs_NR_Post,99.94753140205297
TXNDC5,21.416122,,9.45381048090258e-102,1.3818281501948808e-101,R_Post_vs_NR_Post,99.94378797592199
TMEM237,21.407734,18.495884,1.1318324994064276e-101,1.6540235274763288e-101,R_Post_vs_NR_Post,99.93352410947885
POLD1,21.405746,,1.1811296549356407e-101,1.7258907151495273e-101,R_Post_vs_NR_Post,99.93085415774023
UBR7,21.40248,0.6878593,1.2668857924349488e-101,1.8510126422748625e-101,R_Post_vs_NR_Post,99.92624453858534
RUNX2,21.398046,,1.3932486659550244e-101,2.0354327591364718e-101,R_Post_vs_NR_Post,99.91953828914251
CTSO,21.39602,0.60301065,1.455095824864445e-101,2.125572525774963e-101,R_Post_vs_NR_Post,99.91629774642345
EARS2,21.386562,1.3736026,1.782192108024561e-101,2.6031252405544752e-101,R_Post_vs_NR_Post,99.89952174802296
PYGO2,21.382034,,1.9638316287552164e-101,2.8678553207746776e-101,R_Post_vs_NR_Post,99.89049383071554
MPHOSPH6,21.379904,-4.966718,2.0555645264414993e-101,3.0015136927115946e-101,R_Post_vs_NR_Post,99.88600608229913
LITAF,21.378365,-1.8068143,2.1244394321075655e-101,3.101771489708194e-101,R_Post_vs_NR_Post,99.88266997944416
RNF25,21.370262,-3.3650782,2.5270650348043198e-101,3.6892501233620496e-101,R_Post_vs_NR_Post,99.8636203412163
DDX52,21.365505,-1.7617514,2.7981208821135504e-101,4.0845516715426824e-101,R_Post_vs_NR_Post,99.85125697258123
NGEF,21.36004,-3.44584,3.145427867797306e-101,4.5910698114696124e-101,R_Post_vs_NR_Post,99.83591286463945
RRAS,21.358416,,3.256709924492552e-101,4.753018372725707e-101,R_Post_vs_NR_Post,99.83111911673579
CUL7,21.352646,-1.4940755,3.684825484971936e-101,5.3772916625980465e-101,R_Post_vs_NR_Post,99.81312014825134
ACD,21.345804,,4.265620043930293e-101,6.224222297961737e-101,R_Post_vs_NR_Post,99.7898361117725
SERPINB1,21.339746,1.4119531,4.8556867926032743e-101,7.083797225982905e-101,R_Post_vs_NR_Post,99.76741559201923
RRBP1,21.33625,-0.25402188,5.232708019996838e-101,7.633052133881816e-101,R_Post_vs_NR_Post,99.75367250845066
IMPA1,21.333632,2.8677547,5.5339540072464245e-101,8.071672773279593e-101,R_Post_vs_NR_Post,99.74300164585738
ZNF331,21.32895,-0.9735554,6.116465318700084e-101,8.920409657471996e-101,R_Post_vs_NR_Post,99.72306946465444
IKZF2,21.326399,2.0966218,6.45922621326167e-101,9.4193527305219e-101,R_Post_vs_NR_Post,99.71176524972397
AREL1,21.326351,12.681818,6.465824506095241e-101,9.428025910256426e-101,R_Post_vs_NR_Post,99.71157132600023
RILPL2,21.3129,-16.298208,8.618886752472486e-101,1.256621025156701e-100,R_Post_vs_NR_Post,99.64654136981135
COL4A4,21.3116,-2.8547893,8.861437930399513e-101,1.2918546260377153e-100,R_Post_vs_NR_Post,99.63981293343761
ZNF697,21.311428,,8.894046554689221e-101,1.2964779805245744e-100,R_Post_vs_NR_Post,99.63893771440131
POLA2,21.30109,,1.1090854681552244e-100,1.6163796662944262e-100,R_Post_vs_NR_Post,99.58229923473134
KIF20A,21.300365,-4.01541,1.1264110534917779e-100,1.6414648303147132e-100,R_Post_vs_NR_Post,99.57815516733628
NOMO1,21.297134,-0.24601106,1.206794506816816e-100,1.758426914891082e-100,R_Post_vs_NR_Post,99.55933851827865
POU2AF1,21.290926,15.562604,1.3778142225435538e-100,2.007216938784415e-100,R_Post_vs_NR_Post,99.52183524103198
KANSL2,21.28997,,1.4061904860522947e-100,2.0483498654660815e-100,R_Post_vs_NR_Post,99.51593518958917
CDCA8,21.280262,,1.7297096414356133e-100,2.5191026623561685e-100,R_Post_vs_NR_Post,99.45356806335963
FADS3,21.277903,-0.072408006,1.818987476016803e-100,2.648858232237556e-100,R_Post_vs_NR_Post,99.4378430097932
UNC13B,21.271397,16.443605,2.0896687388157264e-100,3.0424199264357597e-100,R_Post_vs_NR_Post,99.39335857398223
GYS1,21.25825,-3.0783975,2.7653844171854186e-100,4.0254083629239775e-100,R_Post_vs_NR_Post,99.298828641856
CSF2RB,21.25353,2.0696716,3.057884522920319e-100,4.450736484636285e-100,R_Post_vs_NR_Post,99.26354481339236
LIG1,21.252813,-2.1031394,3.104914352325212e-100,4.5187342176280935e-100,R_Post_vs_NR_Post,99.25816052106374
HNRNPUL1,21.223759,0.23428027,5.762720769755238e-100,8.384243674654939e-100,R_Post_vs_NR_Post,99.027600723699
H2AFY2,21.21885,-0.5895843,6.397162471517206e-100,9.306365085585027e-100,R_Post_vs_NR_Post,98.98689447745357
CCDC3,21.213211,0.486911,7.211758905885228e-100,1.0489304590750445e-99,R_Post_vs_NR_Post,98.93970625691132
SLC37A1,21.212944,-2.4816403,7.252891956642481e-100,1.0548072542444916e-99,R_Post_vs_NR_Post,98.93749049664059
RFWD3,21.211147,,7.535199368282035e-100,1.0957539741811716e-99,R_Post_vs_NR_Post,98.92235816704218
SH3RF3,21.20834,,7.998817309829523e-100,1.163055652196007e-99,R_Post_vs_NR_Post,98.89857751333291
MRE11,21.20745,-0.28690654,8.151316171396791e-100,1.1851105739206895e-99,R_Post_vs_NR_Post,98.8910595030116
MARK4,21.207403,-0.8499073,8.15959672047535e-100,1.186195437349457e-99,R_Post_vs_NR_Post,98.89069303536705
RRP15,21.206753,,8.273049017938106e-100,1.202567815510056e-99,R_Post_vs_NR_Post,98.88519965679227
PDE6D,21.201689,,9.212975049490487e-100,1.3389264973118484e-99,R_Post_vs_NR_Post,98.84196138995996
HBEGF,21.201345,-5.4134407,9.280553894155297e-100,1.3486124856421459e-99,R_Post_vs_NR_Post,98.83904777591971
SEPTIN11,21.201117,0.011896814,9.325881012392905e-100,1.355063324717164e-99,R_Post_vs_NR_Post,98.8371181056631
ZNF267,21.200638,,9.42102321141075e-100,1.3687503438319187e-99,R_Post_vs_NR_Post,98.83305201871659
ZMYM3,21.189363,,1.197024326566889e-99,1.73894399311151e-99,R_Post_vs_NR_Post,98.73543149743567
TAF4B,21.185486,-1.325936,1.299795349341505e-99,1.888052438465984e-99,R_Post_vs_NR_Post,98.70157216448797
INPP4A,21.18195,-3.0228474,1.401100863241726e-99,2.035002436756504e-99,R_Post_vs_NR_Post,98.67060162496247
MRGBP,21.181072,-4.451198,1.4274901459427701e-99,2.0731232191678886e-99,R_Post_vs_NR_Post,98.66291564786839
KIF2C,21.180174,-18.631638,1.454965378646506e-99,2.1128133111988155e-99,R_Post_vs_NR_Post,98.65505522472446
MCTS1,21.178644,0.5859321,1.5029505443646227e-99,2.182275755337207e-99,R_Post_vs_NR_Post,98.64163188323678
CA9,21.175951,-19.610304,1.5914002762309782e-99,2.3104727129005323e-99,R_Post_vs_NR_Post,98.61789778046548
CHAMP1,21.173714,,1.6687243009956646e-99,2.4224927527880952e-99,R_Post_vs_NR_Post,98.59817007283284
CXCL14,21.171555,,1.7469611449290259e-99,2.5358153559494767e-99,R_Post_vs_NR_Post,98.57908501619522
DLGAP5,21.16995,,1.8074814851046855e-99,2.623401297955989e-99,R_Post_vs_NR_Post,98.56488835989143
TMEM94,21.169931,,1.808214424127582e-99,2.6242022014184526e-99,R_Post_vs_NR_Post,98.56476066045191
ZNF275,21.169683,,1.8177696610894758e-99,2.6378051732636543e-99,R_Post_vs_NR_Post,98.56259746021482
FERMT3,21.159746,0.31729335,2.2442631584572786e-99,3.2560469296744493e-99,R_Post_vs_NR_Post,98.47417197479324
SLC30A6,21.158066,2.1547155,2.325734171580806e-99,3.373909750461872e-99,R_Post_vs_NR_Post,98.45918146838332
TRIM35,21.157663,,2.345608278061377e-99,3.4024001534394504e-99,R_Post_vs_NR_Post,98.45563423674979
ARHGAP40,21.151932,,2.6487408131753014e-99,3.8417215838706345e-99,R_Post_vs_NR_Post,98.40431405455146
DZIP1L,21.151567,,2.6692052426499843e-99,3.8710155711224195e-99,R_Post_vs_NR_Post,98.40109840997987
ZNF514,21.150288,0.0066437805,2.7426364541031174e-99,3.977111094689817e-99,R_Post_vs_NR_Post,98.38964745456369
AHI1,21.149868,,2.767185093006648e-99,4.0123076088351e-99,R_Post_vs_NR_Post,98.38591440670173
EPPK1,21.14553,,3.0336448953738555e-99,4.39822348085424e-99,R_Post_vs_NR_Post,98.34695897173481
DCPS,21.145433,,3.0397935572414537e-99,4.40669692388575e-99,R_Post_vs_NR_Post,98.34614164732281
SPICE1,21.143753,,3.150068189819477e-99,4.566101844332625e-99,R_Post_vs_NR_Post,98.33104578634189
XRRA1,21.140179,2.0609255,3.3978335461706853e-99,4.924751142148948e-99,R_Post_vs_NR_Post,98.29888544241848
MPND,21.131714,1.4698089,4.065156724305935e-99,5.891366472116073e-99,R_Post_vs_NR_Post,98.22247411523685
DAGLB,21.131008,,4.126483732115739e-99,5.979645560201323e-99,R_Post_vs_NR_Post,98.21612173910485
KMT5C,21.125963,1.9619863,4.5916895720354245e-99,6.653105162481171e-99,R_Post_vs_NR_Post,98.17049648719235
TMEM106A,21.119848,,5.226258960695077e-99,7.571803982255028e-99,R_Post_vs_NR_Post,98.11510250209815
MX2,21.118301,-1.6461717,5.4003093626019564e-99,7.823185885949119e-99,R_Post_vs_NR_Post,98.10110015496639
NR1D2,21.1136,,5.965163767206061e-99,8.640601145699002e-99,R_Post_vs_NR_Post,98.05845869719604
KATNA1,21.10418,,7.280758690913094e-99,1.0545199631505438e-98,R_Post_vs_NR_Post,97.97284618974015
LOX,21.09967,-0.09983647,8.009339665290834e-99,1.1598132240952883e-98,R_Post_vs_NR_Post,97.93188347348462
ATP11C,21.098486,,8.21252671416554e-99,1.1891173999083585e-98,R_Post_vs_NR_Post,97.92113829510266
ATF3,21.094683,0.9394844,8.900086841663457e-99,1.2885426017989426e-98,R_Post_vs_NR_Post,97.88654379773071
STK19,21.092064,-1.9427658,9.406525743648331e-99,1.3617280672859415e-98,R_Post_vs_NR_Post,97.86273197505959
YRDC,21.091797,-1.5165704,9.4598709741065e-99,1.3693137243766108e-98,R_Post_vs_NR_Post,97.86033694247567
USP39,21.085835,-1.1722312,1.0730256193204626e-98,1.5530464708006856e-98,R_Post_vs_NR_Post,97.80602810981684
MTAP,21.084211,-17.861368,1.1104945792554526e-98,1.6071167180354607e-98,R_Post_vs_NR_Post,97.79125863305008
RFNG,21.084002,,1.1154379512316192e-98,1.6141095722576608e-98,R_Post_vs_NR_Post,97.78938467397317
ZCCHC17,21.079147,-0.09986395,1.2358957791964906e-98,1.78806251737555e-98,R_Post_vs_NR_Post,97.74519521222503
NIT1,21.071505,,1.4524368793925944e-98,2.1011388426000908e-98,R_Post_vs_NR_Post,97.67548320364534
CASP10,21.070244,,1.491639511406949e-98,2.1576351079536618e-98,R_Post_vs_NR_Post,97.66401382358183
PDE4A,21.066193,,1.624847373271151e-98,2.3500837320507575e-98,R_Post_vs_NR_Post,97.62707258867289
GPC6,21.06237,-4.7393107,1.7613756642546626e-98,2.5472959296986975e-98,R_Post_vs_NR_Post,97.59221901260773
ZSWIM4,21.061817,,1.7821004590991546e-98,2.5770108245761604e-98,R_Post_vs_NR_Post,97.58720175410376
HERC6,21.056963,,1.9743400533775575e-98,2.8547144404525e-98,R_Post_vs_NR_Post,97.54291866274254
OGFOD3,21.056389,,1.998370361136167e-98,2.8891717186050084e-98,R_Post_vs_NR_Post,97.53772606052152
FN3KRP,21.051994,,2.1925630829374115e-98,3.169612247614969e-98,R_Post_vs_NR_Post,97.49762583881709
DOCK8,21.046816,,2.4456659098254594e-98,3.5351499253268734e-98,R_Post_vs_NR_Post,97.45036539366417
HAT1,21.045422,,2.5186947653048042e-98,3.640348140436553e-98,R_Post_vs_NR_Post,97.43766571410232
OCIAD2,21.043892,2.086788,2.601227326984401e-98,3.759260001331671e-98,R_Post_vs_NR_Post,97.42374390413993
RANBP10,21.043549,,2.6201659052487853e-98,3.786252108043527e-98,R_Post_vs_NR_Post,97.42064495391163
OTUD7B,21.042917,0.8164727,2.6552446595871088e-98,3.8365597514808056e-98,R_Post_vs_NR_Post,97.41492751695382
PSAP,21.040854,-0.848104,2.7733571645307135e-98,4.006820761838949e-98,R_Post_vs_NR_Post,97.39611754687948
CAD,21.035954,-3.345399,3.0753099843179176e-98,4.4426254913548696e-98,R_Post_vs_NR_Post,97.3513838316772
TCN2,21.03323,,3.257012706703486e-98,4.7046460712582355e-98,R_Post_vs_NR_Post,97.32655090421379
ING4,21.031204,,3.399086390932796e-98,4.909377293573358e-98,R_Post_vs_NR_Post,97.30808986777747
MYOF,21.029848,1.0155495,3.49769029748137e-98,5.0512895763467e-98,R_Post_vs_NR_Post,97.29573881427949
MYO1G,21.024841,-23.155878,3.886895470710364e-98,5.61281187876525e-98,R_Post_vs_NR_Post,97.2500464463467
RECQL5,21.02186,,4.138860023693443e-98,5.976061792233467e-98,R_Post_vs_NR_Post,97.22285880438733
MKRN2,21.0193,0.26200604,4.3682618312076414e-98,6.306664415599034e-98,R_Post_vs_NR_Post,97.19951219518492
DNAJC11,21.01823,,4.46785010183624e-98,6.449801940554349e-98,R_Post_vs_NR_Post,97.18978079739857
NAGA,21.013643,,4.9209598969312165e-98,7.10178971877074e-98,R_Post_vs_NR_Post,97.14802109305691
SASH3,21.011982,-0.3553705,5.096298960250484e-98,7.354101527500897e-98,R_Post_vs_NR_Post,97.13288023258933
KIF11,21.008467,-19.032368,5.4879330338897665e-98,7.918451727417084e-98,R_Post_vs_NR_Post,97.10081161367721
HSH2D,21.001282,-17.936228,6.38407462613157e-98,9.2105629539329e-98,R_Post_vs_NR_Post,97.03524256264237
CLEC7A,21.000288,,6.51899824751069e-98,9.403349921339594e-98,R_Post_vs_NR_Post,97.02625579703466
ZNF266,20.999485,-0.9766852,6.630049149638867e-98,9.562583581878338e-98,R_Post_vs_NR_Post,97.01897083297295
COPS9,20.997383,,6.929923712528014e-98,9.994100611895866e-98,R_Post_vs_NR_Post,96.99982194919149
IL18BP,20.994919,,7.298878026763217e-98,1.0525146297575941e-97,R_Post_vs_NR_Post,96.97735942913145
RSAD2,20.993446,0.5932975,7.528380992387505e-98,1.0855014313068289e-97,R_Post_vs_NR_Post,96.96396969722358
PKMYT1,20.991268,-1.191917,7.881450769173213e-98,1.1362967334439399e-97,R_Post_vs_NR_Post,96.94412620823745
BIVM,20.988575,3.3298411,8.341077231131569e-98,1.2024430539764595e-97,R_Post_vs_NR_Post,96.91957445539221
MTHFSD,20.97858,,1.0292022677129976e-97,1.4835421803428425e-97,R_Post_vs_NR_Post,96.82840745827009
