protein,gene,spearman_r,spearman_p,pearson_r,pearson_p,n_cells,sample_id
CD3,CD3D,-0.009544013692844305,0.016704062032125537,-0.0005856096514662871,0.8832598454835353,62875,F01
CD3,CD3E,-0.01660014132535224,3.145466138974926e-05,-0.004188530530480241,0.2936017809075912,62875,F01
CD4,CD4,0.009608163468242552,0.015985610052659308,0.009408411171418433,0.018316659960920568,62875,F01
CD8,CD8A,-0.006387832774734742,0.10921612482712179,0.006975571189567995,0.0802731899303806,62875,F01
CD20,MS4A1,0.053284265799507076,9.029487435265244e-41,0.09192542967251247,4.7759635533023625e-118,62875,F01
CD68,CD68,0.03868243008907291,2.9271997400471374e-22,0.04880040978909597,1.8156443443341304e-34,62875,F01
CD31,PECAM1,0.01902643117968622,1.8313770291952758e-06,0.059687683634885594,9.969918777699019e-51,62875,F01
CD11c,ITGAX,-0.029436221522722943,1.5528335892569337e-13,-0.027567936713309635,4.718213783616135e-12,62875,F01
HLA-DR,HLA-DRA,0.1523154187719868,0.0,0.13677509927832143,3.469323992079698e-260,62875,F01
aSMA,ACTA2,0.06106137562315642,5.200051521046463e-53,0.10668257331366307,1.582419413189186e-158,62875,F01
KI67,MKI67,0.007577987934521014,0.05741193188574769,0.005446504927919698,0.17203691916658675,62875,F01
PD1,PDCD1,-0.0059288874077558515,0.13710849669169065,-0.005136686168523143,0.19774555084778325,62875,F01
PDL1,CD274,-0.03319333239398595,8.410170913922243e-17,-0.0331275191172502,9.667190060631254e-17,62875,F01
FOXP3,FOXP3,-0.002172126138549561,0.5859956302868943,-0.014916267445508377,0.00018374880489241904,62875,F01
CD3,CD3D,0.1470348811161274,0.0,0.14757002568028743,0.0,158726,G01
CD3,CD3E,0.14359315809290088,0.0,0.1383084219315995,0.0,158726,G01
CD4,CD4,0.2142768553004508,0.0,0.22754846557508504,0.0,158726,G01
CD8,CD8A,0.17630470486462668,0.0,0.24691155276619198,0.0,158726,G01
CD20,MS4A1,0.018892531928110586,5.1729415861682683e-14,0.016279183425334916,8.810095036988758e-11,158726,G01
CD68,CD68,0.3317019850520042,0.0,0.38961857688146384,0.0,158726,G01
CD31,PECAM1,0.1885080569801549,0.0,0.33288847845979186,0.0,158726,G01
CD11c,ITGAX,0.09811375999640486,0.0,0.101323309823279,0.0,158726,G01
HLA-DR,HLA-DRA,0.43703516885697663,0.0,0.29707903547687114,0.0,158726,G01
aSMA,ACTA2,0.11267592632997951,0.0,0.23886371062878917,0.0,158726,G01
KI67,MKI67,0.008619292599435878,0.0005947439300255955,0.007858778557524343,0.001742151312243649,158726,G01
PD1,PDCD1,0.03523218728770642,8.758838551058567e-45,0.023766375841779524,2.801395124711884e-21,158726,G01
PDL1,CD274,0.04414490592482528,2.6453422790814434e-69,0.042798795992277226,3.001188567673279e-65,158726,G01
FOXP3,FOXP3,0.014441643842103183,8.722428836090087e-09,0.0022306050618240937,0.3741768064570529,158726,G01
CD3,CD3D,0.07523205398460858,5.770591762398739e-108,0.08965264477238208,1.147949141672426e-152,85840,H01
CD3,CD3E,0.06645110075303012,1.3240971777965378e-84,0.07341589566589549,6.789116748186356e-103,85840,H01
CD4,CD4,0.11075696628638623,2.0816075594391076e-232,0.1120734647957426,5.976024844015561e-238,85842,H01
CD8,CD8A,0.09362481204614642,2.2523544974505e-166,0.12269399334663962,4.0787154309010065e-285,85842,H01
CD20,MS4A1,0.08759743314199107,8.137432180526254e-146,0.40963691423342846,0.0,85842,H01
CD68,CD68,0.09868279506784627,1.0707619509289613e-184,0.0966359073437782,3.6533806799887206e-177,85842,H01
CD31,PECAM1,0.12976851591399977,0.0,0.18195389624767835,0.0,85842,H01
